Variant SKU,ADS Price,Suggested Resale,Variant Compare At Price,Handle,Body (HTML),Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Title,Variant Grams,Variant Inventory Qty,Variant Barcode,SEO Title,SEO Description,Variant Weight Unit,Cost per item
DST-RBLQ,6.6,12.99,,philadelphia-8-stripe-rainbow-gay-pride-flag-heart-stickers-stickers,"<p>These Gay Pride Philadelphia 8 Stripe Rainbow Flag Heart Stickers are 1 1/2 inch by 1 1/2 inch heart shaped stickers with stripes in the colors of the rainbow plus brown and black. Great for letters, envelopes or posters to support gay pride awareness. Each roll has 500 stickers.</p>",Package Quantity,1 Roll,,,,,Philadelphia 8 Stripe Rainbow Gay Pride Flag Heart Stickers (500 Stickers),113.3980925,195,'849228032116,Philadelphia 8 Stripe Rainbow Flag Heart Stickers for Gay Pride Awareness,Our new Philadelphia 8 Stripe Rainbow Flag Heart Stickers are perfect for showing support for the new Philly flag and for Gay Pride awareness.,lb,
DST-RBLQ2,6.6,12.99,,daniel-quasar-progress-pride-heart-stickers-stickers,"<p>These ""Progress Pride"" Flag by Daniel Quasar heart stickers are striped with the colors of the rainbow as well as a black and brown and transgender color chevron to be more inclusive. These are a great item to use on envelopes and posters to show support. These stickers are 1 1/2 inches by 1 1/2 inches and have 500 stickers on each roll.. For more information on the design of this new flag you can view it here: https://quasar.digital/shop/progress-initiative</p>",Package Quantity,1 Roll,,,,,"Daniel Quasar ""Progress Pride"" Heart Stickers (500 Stickers)",113.3980925,196,,"Daniel Quasar ""Progress Pride"" Heart Stickers","Daniel Quasar ""Progress Pride"" Heart Stickers can be used on letters, envelopes, posters or anywhere you want to show your support for gay pride awareness.",lb,
PPHC-P,6,9.99,,paw-print-heart-note-cards,<p>Our paw print heart note cards have an adorable design of different size black paw prints forming a heart shape. The paw print cards perfect to send to someone as a thank you. Each card folds to 5 inches by 3 1/2 inches and is blank inside. Each pack contains 12 cards/envelope.</p>,Package Quantity,1 Pack,,,,,Paw Print Heart Note Cards,125.0100572,499,'849228043761,"Paw Print Heart Note Cards, Animal Causes Thank You Cards",Our paw print heart note cards are perfect for your animal causes awareness or fundraising event.,lb,
PPHC-RB,3.75,9.99,,rainbow-paw-print-heart-note-cards,<p>Our rainbow paw print heart note cards have an adorable design of paw prints in various sizes and colors forming a heart shape. The paw print cards are perfect to send to someone as a thank you. Each card folds to 5 inches by 3 1/2 inches and is blank inside. Each pack contains 12 cards/envelope.</p>,Package Quantity,1 Pack,,,,,Rainbow Paw Print Heart Note Cards,125.0100572,500,,"Rainbow Paw Print Heart Note Cards, Animal Causes Thank You Cards",Our rainbow paw print heart note cards are perfect for your animal causes awareness or fundraising event.,lb,
PRIB-01-1,6,7.99,,large-pink-ribbon-paper-ribbon-cutouts,<p>These pink paper ribbon cut outs are made of a firm card stock and are 8 inches tall by 4 inches wide. The pink paper ribbons can be used as decorations or you can sell them as paper donation ribbons and allow people to write on them to honor or remember a loved one or write messages of encouragement. There are 50 paper ribbons per pack.</p>,Title,Default Title,,,,,Large Pink Ribbon Paper Ribbon Cutouts,17999.99674,494,'814361014671,"Large Paper Breast Cancer Pink Ribbon Cutouts, Pink Donation Ribbons",Our Large Paper Breast Cancer Pink Ribbon Cutouts are Pink Donation Ribbons for Breast Cancer awareness events. The paper pink ribbons can also be used to write donations on.,lb,
PRIB-01-1-BC,6,7.99,,breast-cancer-paper-shaped-ribbons,<p>These Breast Cancer Paper Shaped Ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. The pink paper ribbons can be used as decorations or you can sell them as paper donation ribbons and allow people to write on them to honor or remember a loved one or write messages of encouragement.</p>,Title,Default Title,,,,,Breast Cancer Paper Shaped Ribbons,17999.99674,500,'849228087963,"Breast Cancer Paper Shaped Ribbons, Pink Donation Ribbons",Our Breast Cancer Paper Shaped Ribbons are Pink Donation Ribbons for Breast Cancer awareness events. The paper pink ribbons can also be used to write donations on.,lb,
PRIB-01-11,6,7.99,,large-paper-gold-ribbons,<p>These gold paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. You can use them as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack contains 50 paper ribbons</p>,Title,Default Title,,,,,Large Paper Gold Ribbons,181.436948,200,'849228004151,"Large Paper Gold Ribbons, Pediatric Cancer Donation Ribbons",Our wholesale Large Paper Gold Ribbons are perfect to decorate your next pediatric cancer awareness event. The paper donation ribbons can also be used to write donations or messages on.,lb,
PRIB-01-13,6,7.99,,pack-of-50-large-green-ribbon-paper-ribbon-cutouts-50-ribbons,<p>These green paper ribbon cut outs are made of a firm card stock and are 8 inches tall by 4 inches wide. The green paper ribbons can be used as decorations or you can sell them as paper donation ribbons and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack contains 50 paper ribbons</p>,Title,Default Title,,,,,50 Large Green Ribbon Paper Ribbon Cutouts (50 Ribbons),181.436948,500,'849228004175,"Large Green Ribbon Paper Ribbon Cutouts, Mental Health Awareness",Our wholesale Large Green Ribbon Paper Ribbon Cutouts are perfect for your mental health awareness or cerebral palsy fundraising event.,lb,
PRIB-01-17,6,7.99,,large-paper-black-ribbons,<p>These black paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. You can use them as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack has 50 ribbons.</p>,Title,Default Title,,,,,Large Paper Black Ribbons,17999.99674,500,'849228004199,"Large Paper Black Ribbons, Melanoma",Our wholesale Large Paper Black Ribbons are great donation ribbons that you can use to decorate your event or to use as a cancer donation fundraising idea.,lb,
PRIB-01-2,6,7.99,,large-paper-autism-ribbons,<p>These autism paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. The autism paper ribbons can be used in a variety of ways at your next autism awareness event. Each pack contains 50 paper ribbons.</p>,Title,Default Title,,,,,Large Paper Autism Ribbons (50 Count),181.436948,500,'814361014695,"Large Paper Autism Ribbons, Autism Decorations",Our Large Paper Autism Ribbons are perfect to decorate your next autism spectrum disorder awareness event. The autism decorations can also be hung in schools or other places to bring attention to autism.,lb,
PRIB-01-20,6,7.99,,large-paper-peach-ribbons,<p>These peach paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. You can use them as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack has 50 ribbons.</p>,Title,Default Title,,,,,Large Paper Peach Ribbons,181.436948,100,'849228004205,"Large Paper Peach Ribbons, Uterine Cancer",Our Large Paper Peach Ribbons are perfect to decorate your next uterine cancer awareness event. The paper donation ribbons can also be used to write donations on.,lb,
PRIB-01-28,6,9.99,,red-yellow-awareness-paper-donation-ribbons,These†red & yellow paper ribbon cut outs are made of a firm card stock and are 8 inches tall by 4 inches wide. The paper ribbons can be used as decorations or are great fundraising items as you can sell them as paper donation ribbons and allow people to write on them to honor or remember a loved one or write messages of encouragement in exchange for a donation. Each pack contains 50 paper ribbons,Title,Default Title,,,,,50 Red & Yellow Awareness Paper Donation Ribbons (50 Ribbons),113.3980925,61,'814361014114,Red & Yellow Awareness Paper Donation Ribbons For Fundraising,These red & yellow paper ribbon cut outs for coronavirus and hepatitis C awareness are made of a firm card stock and are approximately 8 inches tall by 4 inches wide.,lb,
PRIB-01-3,6,7.99,,large-paper-teal-ribbons,<p>These teal paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. The teal paper ribbons can be used as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack contains 50 paper ribbons.</p>,Title,Default Title,,,,,Large Paper Teal Ribbons,181.436948,0,'849228004212,"Large Paper Teal Ribbons, Ovarian Cancer",Our Large Paper Teal Ribbons are perfect for your ovarian cancer fundraising event. Each teal donation ribbon allows you to show your support for ovarian cancer awareness.,lb,
PRIB-01-4,6,6.99,,large-paper-purple-ribbons,<p>These purple paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. You can use them as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement. Each pack has 50 ribbons.</p>,Title,Default Title,,,,,Large Paper Purple Ribbons,181.436948,500,'849228004229,"Large Paper Purple Ribbons, Alzheimer's",Our Large Paper Purple Ribbons are perfect for your Alzheimer's awareness fundraising event. Each purple donation ribbon allows you to show your support.,lb,
PRIB-01-6,6,7.99,,large-paper-red-ribbon-donation-ribbons,<p>These red paper ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. You can use them as decorations or you can sell them and allow people to write on them to honor or remember a loved one or write messages of encouragement.</p>,Title,Default Title,,,,,Large Paper Red Ribbon Donation Ribbons,181.436948,0,'849228004243,"Large Paper Red Ribbons, AIDS HIV",Our Large Paper Red Ribbons are perfect for your HIV/AIDS or heart disease awareness fundraising event. Each paper donation ribbon allows you to show your support.,lb,
PRIB-01-6-DP,6,7.99,,pack-of-50-drug-free-pledge-paper-red-ribbons-50-ribbons,<p>These Drug Free Pledge red paper ribbons are perfect for red ribbon week at schools for drug prevention. These ribbons are made of a firm card stock and are 8 inches tall by 4 inches wide. Allow students and others to sign their name and make the important pledge to remain drug free. Each pack contains 50 paper ribbons</p>,Title,Default Title,,,,,50 Drug Free Pledge Paper Red Ribbons (50 Ribbons),181.436948,0,'8945091223995,"Drug Free Pledge Paper Red Ribbons, Red Ribbon Week",Our Drug Free Pledge Paper Red Ribbons are perfect for Red Ribbon Week and DARE programs. Have your students make the important pledge to avoid drug addition by signing their names on the ribbons.,lb,
PTC-12,1,5.99,,light-blue-plastic-tablecloth,<p>This solid light blue plastic tablecloth is 54 x 108 inches (perfect for 6 ft. banquet table).</p>,Package Quantity,1 Tablecloth,,,,,Light Blue Plastic Tablecloth,172.3651006,32,'849228009941,"Light Blue Plastic Tablecloth, Prostate Cancer Awareness Supplies",Our wholesale light blue ribbon tablecloths are perfect for your prostate cancer fundraising event. Each light blue awareness tablecloth has a light blue ribbon to show your support for prostate cancer awareness.,lb,
PTC-19,1,5.99,,lavender-plastic-tablecloth,<p>This solid lavender plastic tablecloth is 54 inches x 108 inches (perfect for 6 ft. banquet table).</p>,Title,Default Title,,,,,Lavender Plastic Tablecloth,172.3651006,18,'849228009996,"Lavender Plastic Tablecloth Wholesale, Epilepsy Awareness Event Supplies",Our wholesale lavender ribbon tablecloths are perfect for your fundraising event. Each lavender awareness tablecloth has a lavender ribbon to show your support for different causes.,lb,
RE-ARMB-01-1,1,8.99,,pink-ribbon-sport-armband-for-breast-cancer-awareness-1-armband-retail,<p>This Pink Ribbon Sport Armband for Breast Cancer Awareness is made of a soft cashmere blend. This armband is 6 inches in circumference unstretched and stretches to an approximate circumference of 15 inches. </p>,Title,Default Title,,,,,Pink Ribbon Sport Armband for Breast Cancer Awareness,45.359237,146,'814361019966,,This pink ribbon armband is great for a member of a sports team to show their support or great if you are doing a walk in a hot city. Each pink ribbon armband is individually wrapped.,lb,
