Product,Varientid,Product_Title,Description,Type,Vendor,Tags,Weight,SKU,Processing_time,Slug,Price,Compare_price,Cost,Quantity,Recommended_price,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value",Category,"Variant Barcode",Images
2943,2972,"Satin White Awareness Ribbon By The Yard","<p>This satin white awareness ribbon is perfect if you are doing an event and need to make favor bags. This blue satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has white ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_White, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, White Ribbon - Wholesale, Wholesale ",0.1000171176,RIB-15,,satin-white-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,,'849228006438,202105181504satin-white-awareness-ribbon-by-the-yard374613797.jpg
2944,2973,"Satin Black Awareness Ribbon By The Yard","<p>This satin black awareness ribbon is perfect if you are doing an event and need to tie favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has black ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Black Ribbon - Wholesale, clearance_Yes, color_Black, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale ",0.1000171176,RIB-17,,satin-black-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Black Ribbon",'849228014952,202105181504satin-black-awareness-ribbon-by-the-yard393277544.jpg
2945,2974,"Satin Burgundy Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin burgundy awareness ribbon is perfect if you are doing an event and need to tie favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has burgundy ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Burgundy Ribbon - Wholesale, clearance_Yes, color_Burgundy, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Whol",0.1133980925,RIB-18,,10-yard-spool-satin-burgundy-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,500,9.99,Title,"Default Title",,,,,"Burgundy Ribbon",'849228006445,20210518150410-yard-spool-satin-burgundy-awareness-ribbon-by-the-yard-10-yard-spool356814450.jpg
2946,2975,"Satin Lavender Awareness Ribbon By The Yard","<p>This satin lavender awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has lavender ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Lavender, Generic, GiftOption_No, Lavender Ribbon - Wholesale, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Whol",0.1000171176,RIB-19,,satin-lavender-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Lavender Ribbon",'849228006452,202105181504satin-lavender-awareness-ribbon-by-the-yard21081306.jpg
2947,2976,"Satin Peach Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin peach awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has peach ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Peach, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, Peach Ribbon - Wholesale, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale ",0.1133980925,RIB-20,,10-yard-spool-satin-peach-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,498,9.99,Title,"Default Title",,,,,"Peach Ribbon",'849228014969,20210518150410-yard-spool-satin-peach-awareness-ribbon-by-the-yard-10-yard-spool364700536.jpg
2948,2977,"Satin Red & White Ribbon By The Yard","<p>This satin red and white awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has red and white ribbons printed on it along with the words ""Hope, Faith, Love"" in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Red-White, Generic, GiftOption_No, product-type_Ribbon Spools, Red & White Ribbon - Wholesale, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandi",0.1000171176,RIB-22,,yard-spool-satin-red-white-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Red & White Ribbon",'849228020779,202105181504yard-spool-satin-red-white-ribbon-by-the-yard452631408.jpg
2949,2978,"Satin Pink & Teal Awareness Ribbon By The Yard","<p>This satin pink and teal awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has pink and teal ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Pink-Teal, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, Pink & Teal Ribbon - Wholesale, product-type_Ribbon Spools, Ribbon by the yard, walmart,",0.1000171176,RIB-24,,satin-pink-teal-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Pink & Teal Ribbon",'810003045706,202105181504satin-pink-teal-awareness-ribbon-by-the-yard15144179.jpg
2950,2979,"Satin Blue & White Awareness Ribbon By The Yard","<p>This satin blue and white awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has blue and white ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Blue & White Ribbon - Wholesale, clearance_Yes, color_Blue-White, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Mercha",0.1000171176,RIB-25,,satin-blue-white-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Blue & White Ribbon",'810003045713,202105181504satin-blue-white-awareness-ribbon-by-the-yard115225105.jpg
2951,2980,"Satin Violet Awareness Ribbon By The Yard","<p>This satin violet awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has violet ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Violet, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, Violet Ribbon - Wholesale, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop",0.1000171176,RIB-27,,satin-violet-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Violet Ribbon",'810003043924,202105181504satin-violet-awareness-ribbon-by-the-yard381290727.jpg
2952,2981,"Spool of Satin Red & Yellow Awareness Ribbon By The Yard (10 Yard Spool)","<p>This satin red and yellow awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has red and yellow ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>",,vendor-unknown,"clearance_No, Generic, GiftOption_No, product-type_Ribbon Spools, Red & Yellow Ribbon -By Disease, Ribbon by the yard, walmart, Wholesale Merchandise Shop:Coronavirus/COVID-19",0.1000171176,RIB-28,,spool-of-satin-red-yellow-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Red & Yellow Ribbon",'810003043931,202105181504spool-of-satin-red-yellow-awareness-ribbon-by-the-yard-10-yard-spool175345490.jpg
2953,2982,"Satin Blue & Purple Awareness Ribbon By The Yard","<p>This satin blue and purple awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has blue and purple ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Blue & Purple Ribbon - Wholesale, clearance_Yes, color_Blue-Purple, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merc",0.1000171176,RIB-29,,10-yard-spool-satin-blue-purple-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Blue & Purple Ribbon",'810003045720,20210518150410-yard-spool-satin-blue-purple-awareness-ribbon-by-the-yard-10-yard-spool376682723.jpg
2954,2983,"Satin Autism Puzzle Piece Ribbon By The Yard (10 Yard Spool)","<p>This autism puzzle piece ribbon is perfect if you are doing an event and need to tie favor bags. This colorful satin ribbon is 10 yards long and 1 1/4 inch wide on a spool with an interlocking puzzle piece design.</p>","Wholesale Merchandise Shop",vendor-unknown,"Autism - Wholesale, clearance_No, color_Multicolored, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: ",0.1000171176,RIB-2P,,satin-autism-puzzle-piece-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Autism Ribbon",'849228032772,202105181504satin-autism-puzzle-piece-ribbon-by-the-yard179272615.jpg
2955,2984,"Satin Teal & Purple Awareness Ribbon By The Yard","<p>This satin teal and purple awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has teal and purple ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Teal-Purple, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, Teal & Purple Ribbon - Wholesale, walma",0.1000171176,RIB-32,,10-yard-spool-satin-teal-purple-awareness-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Teal & Purple Ribbon",'810003043948,20210518150410-yard-spool-satin-teal-purple-awareness-ribbon-by-the-yard-10-yard-spool178731323.jpg
2956,2985,"Satin Red & Blue Awareness Ribbon By The Yard","<p>This satin red and blue awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has red and blue ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Red-Blue, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Red & Blue Ribbon - Wholesale, Ribbon by the yard, walmart, Wh",0.1000171176,RIB-33,,satin-red-blue-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Red & Blue Ribbon",'810003043955,202105181504satin-red-blue-awareness-ribbon-by-the-yard251555706.jpg
2957,2986,"Satin Light Green Awareness Ribbon By The Yard","<p>This satin light green awareness ribbon is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has light green ribbons printed on it along with the words Hope, Faith, Love in a pretty design.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Light Green, Generic, GiftOption_No, Light Green Ribbon - Wholesale, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart",0.1000171176,RIB-34,,satin-light-green-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Light Green Ribbon",'810003043962,202105181504satin-light-green-awareness-ribbon-by-the-yard14631655.jpg
2958,2987,"Satin No Bullies Awareness Ribbon By The Yard","<p>This No Bullies awareness ribbon is perfect if you are doing an anti-bullying awareness event and can be used in a number of ways including favor bags, gift baskets or wrapping prizes. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has the word ""Bullies"" in a red circle with a line through it.</p>","Wholesale Merchandise Shop",vendor-unknown,"Bullying - Wholesale, clearance_Yes, color_White, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merc",0.1000171176,RIB-BUR,,satin-no-bullies-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,,'849228020793,202105181504satin-no-bullies-awareness-ribbon-by-the-yard2390723.jpg
2959,2988,"Satin Green Camouflage Ribbon By The Yard (10 Yard Spool)","<p>This green camouflage satin ribbon is perfect for tying favor bags. This satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and a traditional camouflage pattern.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Green, Generic, GiftOption_No, Overstocks, Overstocks: Fundraising Supplies, Patriotic - Wholesale, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Mer",0.1133980925,RIB-CF13,,10-yard-spool-satin-green-camouflage-ribbon-by-the-yard-10-yard-spool,2.5,,2.5,500,9.99,Title,"Default Title",,,,,,'849228055412,20210518150410-yard-spool-satin-green-camouflage-ribbon-by-the-yard-10-yard-spool434814475.jpg
2960,2989,"White Satin Ribbon with Red Hearts By The Yard","<p>This adorable White Satin Ribbon with Red Hearts is by the yard and is perfect if you are doing an event and need to make favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has a cute red heart design printed on it.  Tie around a basket of heart awareness merchandise to give as a gift or use as a door prize or silent auction item. This red and white heart ribbon will add a sweet accent to anything you choose to use it on.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_Yes, color_Red, Generic, GiftOption_No, Heart - Wholesale, Overstocks, Overstocks: Fundraising Supplies, product-type_Ribbon Spools, Ribbon by the yard, walmart, Wholesale Merchandi",0.1000171176,RIB-HRT,,spool-white-satin-ribbon-with-red-hearts-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,,'849228051087,202105181504spool-white-satin-ribbon-with-red-hearts-by-the-yard126290501.jpg
2961,2990,"Satin Jesus Loves Me Ribbon By The Yard","<p>This Jesus Love Me ribbon is perfect for wrapping religious gifts or tying favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool with red hearts and the words ""Jesus Loves Me"" in black.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Red-Black, GiftOption_No, product-type_Ribbon Spools, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Fundraising Supplies-1, Wholesale Merchandise Shop: ",0.1000171176,RIB-R,,satin-jesus-loves-me-ribbon-by-the-yard,2.5,,2.5,500,15.99,"Package Quantity","1 Spool",,,,,,'810003043320,202105181504satin-jesus-loves-me-ribbon-by-the-yard21912343.jpg
2962,2991,"Satin Striped Rainbow Ribbon By The Yard (10 Yard Spool)","<p>This satin striped rainbow awareness ribbon is perfect if you are doing an event and need to make favor bags. This colorful satin ribbon is 10 yards long and 1 1/4 inch wide on a spool with a striped rainbow pattern.</p>","Wholesale Merchandise Shop",vendor-unknown,"clearance_No, color_Rainbow, Generic, GiftOption_No, product-type_Ribbon Spools, Rainbow - Wholesale, Ribbon by the yard, walmart, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Even",0.1000171176,RIB-RB2,,10-yard-spool-satin-striped-rainbow-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,"Gay Pride",'849228055634,20210518150410-yard-spool-satin-striped-rainbow-ribbon-by-the-yard321911357.jpg
2963,2992,"Satin Awareness Ribbon By The Yard","<p>This Together We Can Make a Difference ribbon is perfect if you are doing an event and need to tie favor bags. This white satin ribbon is 10 yards long and 1 1/4 inch wide on a spool and has our black ribbon people printed on it along with the words ""Together We Can Make a Difference"" in a circle around the ribbon people.</p>","Wholesale Merchandise Shop",vendor-unknown,"Black Ribbon - Wholesale, clearance_No, color_White, Generic, GiftOption_No, product-type_Ribbon Spools, Ribbon by the yard, Wholesale Merchandise Shop, Wholesale Merchandise Shop: Black Ribb",0.1000171176,RIB-TW,,satin-awareness-ribbon-by-the-yard,2.5,,2.5,500,8.99,"Package Quantity","1 Spool",,,,,,'849228006483,202105181504satin-awareness-ribbon-by-the-yard325262820.jpg
